online_gaming_behavior_dataset_rev1
PlayerID,Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel
12067,22,Male,USA,RPG,9.403378683242980,0,Medium,10,164,10,45,High
12068,44,Male,USA,Simulation,21.789736846679600,0,Medium,15,158,78,19,High
12069,46,Male,USA,RPG,19.85195656737650,0,Medium,6,99,48,40,Medium
12070,44,Female,Europe,Action,19.92038022696260,0,Medium,14,134,67,21,High
12071,15,Male,USA,Action,19.154586874429000,0,Medium,7,77,86,42,Medium
12072,31,Male,Other,Sports,13.982678581417900,0,Hard,9,107,9,23,Medium
12073,34,Male,Asia,RPG,11.566048114884400,1,Easy,0,100,82,28,Low
12074,38,Male,Asia,Action,15.653224193546900,0,Medium,2,82,98,47,Medium
12075,36,Female,Europe,Simulation,6.590070091417,1,Hard,8,43,39,36,Medium
12076,43,Male,Europe,Action,12.929452626074600,0,Easy,19,51,78,26,Medium
12077,36,Female,USA,Strategy,16.311123728964100,1,Medium,8,144,26,6,Medium
12078,23,Male,Other,Simulation,2.2002535561467000,0,Hard,5,26,75,21,Low
12079,24,Male,Europe,RPG,18.14666639122010,0,Medium,8,117,36,37,Medium
12080,42,Female,Europe,Strategy,11.357257997099100,0,Easy,1,101,19,19,Low
12081,42,Male,Asia,Action,22.812189324891000,0,Easy,15,169,34,4,High
12082,35,Male,Asia,RPG,22.789853115381600,1,Hard,4,122,54,10,Medium
12083,38,Male,USA,Action,20.23726719858420,0,Medium,13,105,70,40,High
12084,16,Male,Other,Simulation,10.186875174385600,0,Easy,0,168,36,8,Low
12085,22,Male,USA,Action,17.28524157857200,0,Easy,4,85,97,49,Medium
12086,41,Male,Europe,Action,5.3358691231694800,0,Easy,13,162,26,19,High
12087,36,Male,USA,RPG,6.931253236250910,0,Medium,12,61,87,33,Medium
12088,41,Female,Asia,Sports,13.855163063482400,0,Easy,9,13,62,15,Low
12089,43,Female,Europe,Simulation,17.732313737972200,0,Medium,9,99,3,17,Medium
12090,17,Female,Other,Action,10.476376363386300,0,Easy,9,13,42,32,Low
12091,27,Female,Asia,RPG,18.9283349718178,0,Medium,12,179,18,28,High
12092,24,Female,Asia,Simulation,15.285318080271000,0,Easy,13,80,71,6,Medium
12093,23,Female,Other,Sports,7.596822460910600,0,Easy,9,77,53,31,Low
12094,41,Male,Asia,Strategy,6.726809463456540,0,Hard,4,69,60,27,Medium
12095,48,Male,USA,Simulation,18.932629820697900,0,Hard,1,53,39,6,Low
12096,15,Male,USA,Strategy,7.195294546994270,1,Easy,18,13,32,41,Low
12097,46,Male,Europe,Strategy,5.111729256079590,0,Medium,15,18,72,21,Medium
12098,39,Male,USA,Simulation,17.5050949713108,0,Easy,1,138,8,43,Low
12099,43,Male,Asia,RPG,1.554193728801860,1,Hard,12,98,28,27,Medium
12100,21,Male,Other,Sports,5.08187318563789,0,Medium,14,90,79,40,High
12101,17,Female,USA,Strategy,20.36419615903680,0,Easy,18,21,9,28,Medium
12102,34,Female,USA,RPG,13.025689748873400,1,Easy,8,17,84,15,Low
12103,34,Female,Europe,Action,13.037763111554400,0,Medium,7,16,26,27,Low
12104,44,Male,Asia,Sports,20.592688211006600,0,Hard,14,55,6,38,Medium
12105,49,Female,Europe,Simulation,19.498017211644800,0,Medium,3,128,65,27,Medium
12106,49,Female,USA,Simulation,18.857005680103800,0,Medium,5,88,24,3,Medium
12107,41,Female,USA,Action,8.528338523644610,0,Easy,17,22,64,8,Medium
12108,40,Female,Europe,Sports,4.755602969743060,0,Medium,6,21,86,6,Low
12109,28,Male,Asia,Strategy,13.105454991458500,0,Hard,9,12,49,8,Medium
12110,31,Male,USA,Action,13.317889134251300,1,Easy,1,34,78,9,Low
12111,32,Female,USA,Sports,1.111608442015170,1,Hard,4,67,92,49,Medium
12112,43,Male,Europe,Simulation,10.079943459078400,0,Easy,0,46,53,41,Low
12113,34,Male,Europe,Strategy,12.895488707954200,0,Hard,10,138,43,5,Low
12114,41,Male,Asia,Simulation,11.672536685247500,0,Easy,13,23,12,33,Low
12115,32,Male,Europe,Strategy,23.585488298316100,1,Hard,19,91,21,11,High
12116,18,Female,Other,Sports,5.086436406812300,0,Hard,2,147,74,37,Medium
12117,15,Male,USA,Action,3.7781831303221800,0,Easy,0,24,31,42,Medium
12118,15,Male,Europe,Strategy,21.173842607578200,0,Easy,18,127,1,10,High
12119,40,Female,Asia,Sports,22.46786827378910,0,Easy,10,60,8,29,Medium
12120,34,Male,Europe,Action,20.65189292439000,0,Easy,0,55,16,1,Low
12121,37,Female,USA,Simulation,21.598461745705100,1,Medium,10,86,1,6,Medium
12122,24,Male,USA,RPG,11.957825144637700,0,Easy,14,131,84,31,High
12123,25,Female,Europe,Sports,21.27376269349300,0,Hard,19,114,26,24,High
12124,19,Male,Europe,Action,11.932864196560200,1,Hard,12,40,36,6,Medium
12125,15,Male,USA,Sports,9.311226475001740,0,Easy,9,159,58,34,High
12126,31,Male,USA,Sports,4.322007993174980,0,Easy,3,17,26,48,Low
12127,36,Female,Asia,RPG,18.324677808612600,0,Easy,7,79,46,36,Medium
12128,48,Male,Asia,RPG,14.204977344233500,1,Easy,4,157,62,23,Medium
12129,43,Male,USA,RPG,8.755079533006330,0,Medium,18,63,96,29,Medium
12130,18,Female,Other,RPG,0.6991384321363580,0,Hard,10,132,12,7,Medium
12131,19,Male,Europe,Simulation,16.10129622193920,0,Easy,3,37,67,16,Low
12132,25,Female,Europe,RPG,16.834973880884000,0,Easy,7,12,58,13,Low
12133,35,Female,USA,RPG,1.8666892361855500,0,Medium,18,148,42,5,High
12134,49,Male,Asia,Action,13.7173113032331,0,Hard,1,88,70,13,Low
12135,26,Male,Other,Strategy,9.191652250729780,1,Medium,13,86,74,49,Medium
12136,40,Female,USA,Action,15.770085078676900,0,Hard,15,155,31,25,High
12137,33,Male,Europe,Simulation,8.447826372162240,1,Medium,10,120,70,26,Medium
12138,21,Male,Asia,Simulation,17.472744480881400,0,Hard,5,70,79,22,Medium
12139,21,Female,Other,RPG,3.151478803616040,0,Easy,2,48,96,40,Low
12140,40,Male,USA,RPG,6.406287441878350,0,Hard,18,135,72,10,High
12141,19,Female,Asia,Sports,15.788498843450800,0,Hard,0,35,22,41,Low
12142,35,Male,USA,Sports,19.47895883985670,0,Easy,7,133,92,13,Medium
12143,28,Female,Europe,Action,18.39200087818700,1,Medium,7,148,4,2,Medium
12144,18,Male,Asia,Action,10.779524163342700,0,Hard,2,134,70,4,Low
12145,37,Male,Europe,Simulation,7.2510102353852300,0,Hard,9,40,16,20,Medium
12146,34,Female,USA,Sports,10.052455671993800,0,Medium,19,62,18,34,Medium
12147,29,Male,Europe,Sports,10.684019352878200,0,Easy,18,97,86,40,High
12148,43,Male,USA,RPG,2.769818271128170,1,Easy,14,47,95,14,Medium
12149,22,Female,USA,Strategy,5.028549677788230,0,Easy,19,157,73,7,High
12150,33,Female,Europe,Simulation,5.173043098290010,0,Easy,3,124,36,33,Medium
12151,42,Male,Other,Sports,6.508528705555620,1,Easy,6,96,21,44,Medium
12152,41,Male,Asia,Sports,12.002519223129500,0,Medium,11,104,20,43,Medium
12153,18,Female,USA,Strategy,5.8599880636481100,0,Easy,11,25,47,16,Low
12154,29,Male,Asia,RPG,21.175475882280600,1,Medium,6,144,74,0,Medium
12155,49,Female,USA,Action,21.971460077836300,0,Easy,6,96,64,40,Low
12156,15,Male,USA,Action,23.676852593624700,0,Easy,18,142,26,30,High
12157,17,Female,Europe,RPG,3.974263800080290,1,Easy,0,139,18,25,Low
12158,38,Male,Europe,RPG,17.390942065594200,0,Hard,5,46,42,14,Low
12159,41,Male,Asia,Strategy,21.135071683518600,1,Medium,9,156,4,10,Medium
12160,48,Male,Europe,Strategy,1.5230654090253300,0,Hard,3,154,41,36,Medium
12161,43,Male,Europe,RPG,19.726418262578500,0,Easy,2,132,72,34,Medium
12162,38,Male,Europe,Simulation,14.138159868095800,1,Medium,5,49,81,18,Low
12163,38,Male,USA,Simulation,7.248730373619920,0,Hard,13,175,27,15,High
12164,18,Female,Asia,Simulation,14.057034870400700,0,Medium,3,15,96,15,Low
12165,17,Male,USA,Simulation,12.897505099292900,0,Easy,19,61,79,18,Medium
12166,48,Female,Europe,Strategy,18.204760722153900,1,Medium,4,52,45,26,Low
12167,37,Male,USA,Sports,4.805608037273430,0,Easy,9,139,26,32,Medium
12168,37,Female,USA,RPG,5.047025103814290,1,Hard,19,70,39,37,Medium
12169,19,Female,USA,Sports,2.0527855019596900,1,Easy,4,57,22,7,Low
12170,45,Female,USA,Action,14.040082214798600,0,Easy,15,12,36,11,Low
12171,20,Male,Other,Action,17.423607407669400,0,Hard,0,146,87,31,Low
12172,24,Female,Other,Simulation,11.901137395055000,0,Easy,2,142,15,7,Low
12173,21,Male,Europe,Simulation,13.155097206259300,0,Medium,5,137,54,39,Medium
12174,35,Male,Europe,Strategy,7.220147292766890,1,Easy,6,65,64,30,Medium
12175,34,Female,USA,Sports,10.804668716235900,0,Easy,3,140,3,5,Medium
12176,17,Male,Asia,Action,20.748207885830700,0,Medium,17,153,74,7,Medium
12177,36,Male,USA,Simulation,20.64338315456440,0,Easy,4,118,22,17,Medium
12178,18,Male,USA,Sports,19.86585370778530,0,Easy,11,141,40,3,High
12179,42,Male,Europe,Strategy,2.955673881828400,0,Medium,13,115,43,17,Medium
12180,26,Male,USA,Simulation,23.356580853188700,0,Easy,7,80,98,34,Medium
12181,19,Female,USA,Simulation,1.9888022693346000,0,Medium,7,44,1,47,Low
12182,27,Male,USA,Sports,23.27460026009610,0,Medium,9,44,12,41,Medium
12183,37,Female,Other,Simulation,16.551781887269600,0,Medium,6,39,52,48,Medium
12184,44,Female,Asia,Simulation,21.55249536946880,0,Medium,5,86,15,47,Medium
12185,39,Male,Europe,Sports,17.284544430448400,0,Easy,4,158,36,16,Medium
12186,41,Female,USA,Strategy,18.85069038353020,0,Easy,10,150,80,47,High
12187,28,Female,Europe,Strategy,21.902864368212200,0,Easy,18,144,80,30,High
12188,30,Male,Europe,RPG,22.116600990263900,0,Easy,12,49,75,28,Medium
12189,36,Male,Asia,Action,6.285292805686740,0,Hard,2,141,48,6,Low
12190,35,Female,Other,Sports,23.9918475819852,0,Hard,1,127,5,16,Low
12191,35,Female,USA,Simulation,13.954904664656200,0,Easy,10,54,76,40,Medium
12192,22,Female,USA,Simulation,21.851054995323100,0,Medium,3,21,62,23,Low
12193,30,Male,Europe,Simulation,7.495121792351280,0,Easy,10,154,12,44,High
12194,45,Male,Other,Action,8.91080165809921,0,Easy,12,107,18,1,Medium
12195,24,Male,Europe,Action,5.996163146900170,0,Easy,9,75,1,12,Medium
12196,46,Female,Europe,Strategy,21.328517976680300,1,Medium,12,121,3,43,High
12197,48,Female,USA,Sports,16.18112429013890,0,Hard,13,91,21,9,Medium
12198,23,Male,Asia,Strategy,1.2751726428116100,0,Medium,10,72,7,4,Medium
12199,31,Female,Europe,Action,7.617941043851330,0,Easy,16,113,37,1,High
12200,25,Male,USA,Sports,2.502953088118730,0,Easy,16,104,35,39,High
12201,46,Female,Europe,Sports,9.561983734327920,1,Easy,12,160,9,15,High
12202,24,Male,Europe,Strategy,20.753983475051,0,Easy,9,88,72,41,Medium
12203,36,Female,USA,RPG,10.080996757822000,0,Medium,4,140,23,42,Medium
12204,31,Male,USA,RPG,1.0439951359496200,0,Easy,9,99,63,28,Medium
12205,18,Male,USA,Action,7.795236055720840,0,Easy,17,10,69,29,Low
12206,39,Male,Other,RPG,17.209414062860300,0,Hard,0,156,63,8,Low
12207,35,Female,USA,RPG,11.47223624899460,0,Medium,7,154,71,46,Medium
12208,15,Female,USA,Simulation,17.81091013321890,0,Medium,3,45,76,33,Low
12209,39,Male,USA,RPG,17.87116326352750,1,Medium,5,23,16,45,Low
12210,31,Female,Europe,Simulation,19.42318814628370,0,Easy,18,118,82,18,High
12211,38,Female,USA,RPG,19.17067464293120,0,Easy,10,89,3,34,Medium
12212,16,Female,Asia,Sports,16.152981843513300,1,Hard,11,147,77,42,High
12213,29,Male,USA,RPG,14.062917091328100,0,Medium,6,58,42,33,Medium
12214,46,Male,USA,Simulation,2.0671848355511200,0,Easy,3,161,65,12,Medium
12215,20,Male,Europe,RPG,4.5624295053952100,0,Hard,8,145,35,22,Medium
12216,15,Male,USA,RPG,20.56757147845630,1,Hard,5,117,17,41,Medium
12217,37,Female,USA,Action,20.033397767335200,0,Easy,1,143,15,34,Low
12218,31,Male,Other,Sports,12.811494895349100,0,Medium,10,42,20,48,Medium
12219,48,Male,Europe,Action,19.328903208239300,0,Easy,18,55,60,42,Medium
12220,43,Male,Asia,Action,6.799764323620370,0,Easy,19,58,98,29,Medium
12221,23,Male,USA,RPG,0.5624391875013690,1,Easy,7,110,3,44,Medium
12222,27,Female,Europe,Simulation,9.146579916161970,1,Medium,19,51,29,24,Medium
12223,20,Female,Asia,Sports,20.437946181242700,0,Easy,8,92,46,30,Medium
12224,20,Male,Europe,Sports,1.1174994647711800,0,Easy,2,136,75,47,Medium
12225,34,Female,Europe,Action,2.4905887857102400,0,Hard,12,42,36,21,Medium
12226,17,Male,Asia,RPG,8.625652453397080,0,Medium,15,126,15,30,High
12227,31,Female,USA,RPG,8.409710924268660,0,Easy,14,31,54,18,Medium
12228,26,Male,USA,Simulation,12.651339631725300,0,Medium,10,38,40,35,High
12229,15,Male,Asia,Simulation,12.395302672017600,0,Easy,16,13,86,34,Medium
12230,31,Female,USA,Sports,0.8890010726057560,0,Easy,12,164,81,42,High
12231,17,Female,Europe,Sports,13.066034995372000,0,Hard,11,97,21,25,High
12232,40,Male,Europe,Simulation,2.8187399893276700,0,Easy,13,90,12,3,Medium
12233,29,Female,Europe,Simulation,16.92335768554600,1,Easy,14,139,28,45,High
12234,46,Female,Europe,RPG,22.60309679621330,1,Easy,4,139,32,14,Medium
12235,46,Male,Europe,Strategy,23.911985050416500,0,Hard,17,99,59,39,High
12236,18,Male,Other,Simulation,10.642494605875300,0,Easy,19,133,65,30,High
12237,32,Male,USA,RPG,15.552792877694400,0,Medium,11,88,75,32,Medium
12238,33,Female,Asia,Sports,12.815170380909800,0,Easy,6,88,40,6,Medium
12239,49,Female,Europe,Simulation,4.251612166088830,0,Easy,10,67,20,13,Medium
12240,28,Male,Europe,Sports,11.376804763081200,0,Easy,16,122,82,30,High
12241,47,Female,USA,Action,22.62886226788280,0,Easy,18,174,40,44,High
12242,28,Female,USA,Action,12.433175091106400,0,Easy,10,59,73,0,Medium
12243,48,Male,Asia,Strategy,19.266205536483100,0,Easy,0,25,44,26,Low
12244,18,Male,USA,Sports,13.956115272580200,0,Medium,11,36,78,39,Medium
12245,38,Male,USA,RPG,11.72622658423650,0,Easy,0,85,26,41,Low
12246,43,Male,USA,Action,1.6623091851805300,0,Easy,12,85,9,48,Medium
12247,33,Female,Europe,RPG,22.602259882276200,0,Medium,2,45,25,6,Low
12248,20,Male,Europe,RPG,3.2226170033355200,1,Medium,0,20,92,18,Low
12249,47,Male,Other,Action,17.456970012214700,0,Easy,13,131,93,32,High
12250,33,Female,Asia,RPG,7.166640294048010,0,Hard,5,152,32,24,Medium
12251,15,Male,Asia,RPG,7.502219893616670,0,Easy,14,100,84,49,Low
12252,19,Male,USA,Sports,12.355179812891200,0,Easy,6,173,8,43,Medium
12253,41,Male,USA,RPG,11.165086149644500,0,Easy,7,16,76,25,Low
12254,30,Male,USA,Simulation,2.0649859192532700,1,Easy,18,100,34,28,High
12255,20,Female,USA,Simulation,3.90936831878769,1,Easy,8,91,7,2,Medium
12256,27,Male,Other,RPG,22.22806161472860,0,Easy,2,56,49,0,Low
12257,49,Female,Asia,Simulation,10.242143227820900,0,Medium,2,147,5,38,Low
12258,33,Male,USA,Action,9.21761506784497,0,Medium,15,99,42,47,High
12259,26,Male,Other,Sports,12.244982066414900,0,Medium,19,131,10,45,Low
12260,30,Male,Asia,RPG,5.540490530747870,0,Hard,14,98,23,44,Medium
12261,24,Female,Other,Sports,2.1711795501851900,0,Easy,14,115,67,35,High
12262,39,Male,USA,Strategy,21.531047553219400,0,Medium,3,127,12,25,Medium
12263,34,Male,USA,Strategy,3.290844904968740,0,Medium,7,99,62,43,Medium
12264,45,Female,Europe,Action,15.190403051659100,0,Easy,9,139,81,41,High
12265,18,Male,USA,Strategy,16.78552934666910,1,Medium,3,42,87,13,Low
12266,37,Male,Europe,Strategy,0.21326347224259000,0,Hard,0,52,63,7,Low
12267,16,Male,USA,Strategy,17.649508367611000,0,Hard,4,16,39,14,Low
12268,36,Female,Asia,Sports,23.6034364961773,1,Easy,2,133,2,10,Low
12269,22,Female,USA,Sports,20.356521834840400,0,Easy,9,119,41,28,Medium
12270,21,Male,Europe,Strategy,9.543613810726810,1,Easy,19,146,27,38,High
12271,28,Male,Other,Sports,0.3457859925611090,0,Easy,15,79,49,28,Medium
12272,17,Male,Asia,Strategy,21.831368472043100,0,Easy,8,51,19,6,Medium
12273,30,Female,Asia,RPG,19.95943775423170,0,Hard,11,91,43,12,Medium
12274,33,Male,Europe,Sports,22.549736368483300,1,Medium,10,118,16,22,Medium
12275,32,Male,Europe,Strategy,23.624213574090000,0,Easy,7,113,44,19,Medium
12276,30,Female,Europe,Strategy,5.485878061709930,0,Medium,10,49,24,0,Medium
12277,22,Male,USA,Sports,6.574249100227660,1,Medium,6,142,95,10,Medium
12278,47,Male,USA,Sports,9.29386517691173,0,Easy,11,74,69,13,Medium
12279,26,Female,Asia,RPG,2.051114269283960,0,Medium,4,121,49,40,Medium
12280,25,Female,Europe,Simulation,23.119817074014600,0,Medium,3,89,34,33,Low
12281,19,Male,USA,Strategy,17.91587683222190,0,Easy,4,105,23,45,Medium
12282,41,Male,Europe,Strategy,1.1078779019402500,0,Easy,16,104,73,4,High
12283,26,Male,Europe,Action,16.3571938082334,0,Easy,11,88,52,19,Medium
12284,31,Male,USA,Action,3.2382708781581900,0,Hard,16,112,18,8,High
12285,20,Female,Europe,Action,18.829422402597500,0,Hard,18,94,40,48,High
12286,47,Female,Europe,Sports,15.812808513456300,0,Easy,1,67,90,6,Low
12287,19,Female,Europe,Simulation,13.342773243012300,1,Easy,2,112,90,43,Medium
12288,42,Male,Europe,Strategy,8.044786316913630,0,Easy,10,100,98,16,High
12289,28,Male,USA,Action,16.804156993572100,0,Medium,5,29,56,40,Low
12290,19,Male,USA,Strategy,6.911267449028670,1,Easy,12,163,40,21,High
12291,47,Male,USA,Simulation,0.5250325352305840,0,Easy,2,70,54,0,Low
12292,33,Male,Europe,Sports,21.971897293559400,0,Medium,0,41,31,47,High
12293,36,Male,USA,Strategy,2.6701244830247200,0,Easy,11,113,92,42,High
12294,19,Male,Other,Strategy,18.758785537374300,0,Hard,16,62,32,31,Medium
12295,16,Male,Europe,Sports,8.909678872970000,0,Easy,8,166,50,47,High
12296,44,Male,Europe,Sports,10.930281625611500,0,Hard,13,85,25,16,Medium
12297,18,Male,Europe,Sports,6.07297588817624,0,Easy,4,49,89,30,Medium
12298,47,Male,USA,RPG,3.2963983952312700,0,Easy,4,111,8,15,Medium
12299,27,Male,USA,Simulation,1.1522920632002200,0,Easy,8,41,38,37,Medium
12300,34,Male,USA,Strategy,0.3882568138507000,0,Easy,7,110,88,19,Medium
12301,21,Female,Europe,Strategy,13.924465911098300,0,Hard,2,31,90,6,Low
12302,29,Male,Asia,RPG,21.513164424834000,0,Easy,5,171,81,22,Medium
12303,37,Female,Asia,RPG,5.457007960320140,1,Easy,10,171,52,15,High
12304,28,Female,Asia,Action,1.8615457659856500,0,Easy,11,24,56,16,Low
12305,37,Male,Asia,RPG,12.71318992776900,0,Easy,2,142,87,38,Medium
12306,33,Male,Other,Simulation,11.96381812103610,1,Medium,3,125,38,47,Medium
12307,43,Male,Other,Action,17.593065768072600,1,Hard,11,144,87,43,High
12308,34,Male,Europe,RPG,4.725812524985870,0,Easy,3,138,78,27,Medium
12309,43,Male,USA,Strategy,20.686453948589300,0,Easy,14,28,69,34,Medium
12310,38,Female,USA,Strategy,1.6169429043163300,0,Medium,1,88,99,22,Low
12311,32,Male,Other,RPG,12.512855353659900,0,Hard,14,137,91,23,High
12312,24,Female,USA,Simulation,15.458202786162600,0,Easy,0,61,54,49,Low
12313,22,Female,USA,Action,5.642748786800570,0,Easy,3,63,5,22,Medium
12314,40,Male,USA,Simulation,1.2635258900210000,0,Hard,14,37,15,40,Medium
12315,43,Male,Asia,Action,2.165029005652680,0,Easy,16,92,40,25,High
12316,24,Male,Asia,Action,21.123384808526900,0,Easy,8,40,9,26,Low
12317,31,Male,Europe,RPG,0.017139733176762200,0,Medium,5,25,85,12,Low
12318,16,Male,USA,Strategy,6.468551989779120,0,Easy,16,17,32,42,Medium
12319,20,Female,Asia,Simulation,23.502450768573500,1,Medium,7,113,81,27,Medium
12320,19,Male,Europe,Simulation,9.100280945231590,1,Hard,15,130,37,35,High
12321,42,Male,USA,Simulation,2.909984958294400,1,Medium,10,105,2,40,Medium
12322,19,Female,Asia,RPG,1.3616495686788100,0,Hard,19,86,13,47,High
12323,32,Male,Europe,Sports,22.493898671431600,0,Hard,12,53,78,6,Medium
12324,40,Male,USA,Strategy,21.124110816962200,0,Easy,4,45,55,47,Low
12325,34,Male,USA,Action,2.038257775919830,0,Easy,10,48,79,22,High
12326,41,Male,USA,Action,14.097841554073500,0,Easy,10,173,73,36,High
12327,26,Female,Asia,RPG,14.908133069635200,0,Hard,15,70,64,13,High
12328,21,Female,Europe,Sports,16.81449916834540,0,Hard,1,89,16,6,Low
12329,17,Male,USA,Strategy,3.369202301341270,0,Hard,17,142,14,2,High
12330,24,Male,USA,Sports,4.266207635563160,0,Medium,19,146,55,30,Medium
12331,48,Male,Europe,Strategy,22.550979892941500,0,Easy,0,63,39,18,Low
12332,39,Female,USA,Simulation,15.19439730308310,0,Easy,9,55,32,44,Medium
12333,49,Female,Europe,RPG,8.452532702359760,0,Easy,3,142,21,20,Medium
12334,30,Male,USA,Sports,20.48996278296160,0,Easy,7,128,79,31,Medium
12335,16,Male,Asia,Action,12.64137439720820,0,Easy,12,67,82,35,Medium
12336,38,Female,Asia,Simulation,2.6481388981377200,0,Medium,0,155,17,1,Low
12337,24,Male,USA,Strategy,18.28501981063380,1,Medium,18,115,79,11,High
12338,36,Female,USA,RPG,20.215254332895400,0,Easy,12,173,92,17,High
12339,40,Female,Europe,Simulation,1.1537198606035400,0,Easy,12,80,99,7,Medium
12340,41,Male,Europe,Simulation,2.7733202554364400,0,Easy,9,11,79,25,Low
12341,43,Female,Asia,Simulation,5.407993400855,0,Easy,18,159,3,29,High
12342,34,Male,Asia,Simulation,3.4721074517536500,1,Easy,7,105,52,45,Medium
12343,41,Female,USA,RPG,16.9519982086768,1,Easy,15,78,68,21,Medium
12344,34,Male,USA,RPG,2.1826032194923200,0,Medium,4,117,58,4,Medium
12345,33,Male,Europe,Sports,2.293133566160440,0,Easy,19,82,99,28,Medium
12346,34,Male,Asia,RPG,23.910445880914900,0,Hard,4,85,51,46,Medium
12347,49,Female,Asia,RPG,13.063434456331900,0,Hard,12,11,8,32,Low
12348,16,Male,USA,Action,9.301401465994390,0,Medium,13,143,28,40,High
12349,44,Male,Other,Action,8.141822697750380,0,Easy,13,76,42,9,Medium
12350,48,Male,USA,Strategy,11.00053854508490,0,Medium,12,106,77,17,Medium
12351,36,Male,USA,Sports,6.273705229582840,0,Easy,1,24,42,26,Low
12352,17,Female,USA,Sports,22.31549655486670,0,Hard,1,49,19,45,Low
12353,20,Male,USA,Strategy,22.42907195585660,0,Medium,18,168,98,33,High
12354,29,Female,Asia,Action,23.13850183515880,0,Hard,10,43,38,13,Low
12355,41,Female,USA,RPG,21.918769559828400,0,Easy,11,31,63,7,Medium
12356,24,Female,Europe,Sports,22.39945002918260,1,Easy,5,150,31,16,Medium
12357,23,Female,USA,Strategy,10.711621980593700,0,Easy,10,97,69,44,Medium
12358,47,Male,USA,RPG,6.683647939097350,0,Easy,6,169,53,27,Medium
12359,46,Male,Other,Sports,8.517624418035170,1,Easy,12,69,93,26,Medium
12360,20,Female,Asia,RPG,18.272957781574100,1,Hard,13,93,81,29,Medium
12361,16,Female,USA,Action,3.2583338543268600,0,Hard,1,116,36,1,Low
12362,43,Male,Europe,Strategy,0.10936520027920700,0,Easy,15,63,99,4,Medium
12363,18,Female,Asia,Action,17.024513616640400,0,Hard,18,56,89,24,Medium
12364,15,Female,Asia,Action,12.338863761173400,0,Hard,10,87,73,6,Medium
12365,33,Female,Europe,Action,17.741058641168700,0,Medium,16,49,90,36,Low
12366,40,Female,Europe,Simulation,15.207203396324800,0,Medium,14,17,89,9,Low
12367,39,Female,Europe,Action,3.79309847024225,0,Medium,6,54,34,19,Medium
12368,24,Female,USA,RPG,15.64565571382950,1,Easy,11,136,63,45,High
12369,29,Male,Europe,Action,23.395080381377700,1,Medium,18,36,28,40,Medium
12370,36,Female,Europe,Simulation,14.092695978854300,0,Easy,14,48,69,21,Medium
12371,35,Male,Asia,Strategy,4.932292440720040,0,Easy,0,12,64,7,Low
12372,36,Male,USA,Sports,4.342660255360600,0,Easy,10,69,87,20,High
12373,48,Female,USA,Strategy,4.48584816360394,0,Easy,9,62,82,32,Medium
12374,44,Female,USA,Strategy,16.882970914103100,0,Medium,15,106,63,4,High
12375,39,Female,Europe,Strategy,19.56719661523680,1,Easy,4,57,50,26,Low
12376,42,Male,Europe,Action,3.7664945469166300,0,Medium,9,72,50,24,Medium
12377,15,Male,USA,Sports,23.54600588755090,0,Easy,18,142,54,48,High
12378,18,Male,Europe,RPG,15.93706307978180,0,Easy,14,47,47,26,Medium
12379,21,Male,Europe,Strategy,9.02123756862676,0,Easy,3,26,73,22,Low
12380,23,Female,USA,Action,7.217302765644050,0,Easy,11,65,94,7,High
12381,33,Male,USA,Simulation,17.950755301721200,0,Medium,0,115,5,28,Low
12382,15,Male,Asia,Strategy,12.56421071578530,1,Easy,4,165,93,24,Medium
12383,24,Male,Europe,Simulation,8.53039707281554,1,Easy,15,72,30,9,High
12384,23,Female,Asia,Action,2.8786950836316400,0,Medium,18,43,34,10,Medium
12385,46,Male,Other,Simulation,14.61901711229170,0,Easy,12,15,7,10,Low
12386,46,Female,USA,Strategy,11.689157966987100,0,Easy,8,134,84,3,Medium
12387,20,Male,USA,Strategy,17.20152038062930,0,Medium,17,42,56,16,Medium
12388,31,Male,Europe,Simulation,23.59366363455010,0,Medium,2,169,97,49,Medium
12389,24,Female,USA,Sports,10.801969443832100,0,Hard,4,142,87,30,Medium
12390,41,Male,Asia,Strategy,23.326164919175400,0,Easy,16,164,74,4,High
12391,49,Male,USA,Sports,0.9895364332788230,0,Medium,12,46,49,29,Medium
12392,35,Female,USA,Sports,13.850150640816800,1,Medium,1,15,31,24,Low
12393,39,Female,USA,Strategy,19.85600311944420,0,Easy,12,147,66,5,High
12394,42,Female,Other,Sports,4.905329461973930,0,Easy,15,71,24,2,Medium
12395,29,Female,Europe,Simulation,12.393933664201500,0,Easy,8,117,68,38,Medium
12396,18,Male,Asia,Action,19.639874801154400,0,Medium,2,124,50,27,Low
12397,43,Male,USA,RPG,11.89065159903400,1,Easy,9,23,25,12,Low
12398,23,Male,USA,Strategy,14.052326391356000,0,Easy,16,112,36,32,Medium
12399,41,Female,Asia,Strategy,1.5091714445173300,0,Easy,5,50,23,34,Low
12400,40,Female,Europe,Strategy,20.871286513429400,0,Medium,10,27,38,14,Low
12401,33,Male,USA,Sports,0.1840229630578380,0,Medium,6,60,21,30,Low
12402,42,Male,Europe,Strategy,12.281422420985900,0,Medium,14,51,39,36,Medium
12403,31,Male,Europe,Simulation,11.39101012696760,0,Easy,0,60,44,18,Low
