,Age,GameGenre,PlayTimeHours,SessionsPerWeek,AvgSessionDurationMinutes
6580,28,Sports,4,2,62
6581,29,Sports,5,1,73
6582,47,Strategy,6,11,41
6583,39,Strategy,14,2,153
6584,35,Simulation,13,1,112
6585,31,Sports,3,7,177
6586,37,Simulation,23,13,136
6587,31,Strategy,0,3,94
6588,28,RPG,16,11,147
6589,43,RPG,2,7,93
6590,34,Sports,2,2,46
6591,44,RPG,18,0,174
6592,33,Simulation,12,10,48
6593,27,RPG,7,1,65
6594,32,Action,16,11,138
6595,37,Simulation,20,12,19
6596,47,Simulation,10,4,115
6597,32,Action,7,7,176
6598,23,Sports,17,5,58
6599,47,Sports,15,3,60
6600,46,Simulation,6,17,161
6601,31,Sports,11,18,162
6602,33,Simulation,1,10,113
6603,41,Simulation,3,12,74
6604,20,Strategy,5,1,76
6605,49,RPG,5,9,52
6606,48,RPG,1,11,137
6607,34,Action,23,17,32
6608,39,Simulation,11,13,21
6609,18,RPG,23,18,159
6610,24,Sports,7,6,67
6611,24,Sports,10,3,114
6612,38,RPG,14,18,162
6613,35,Simulation,3,14,137
6614,25,Sports,22,12,83
6615,41,RPG,5,0,52
6616,30,Action,4,0,101
6617,40,Strategy,3,12,42
6618,44,RPG,15,12,74
6619,30,RPG,8,13,118
6620,21,Simulation,12,6,131
6621,30,RPG,10,19,93
6622,49,RPG,3,11,16
6623,30,Sports,18,8,92
6624,26,Strategy,6,11,155
6625,49,Sports,2,14,173
6626,35,Action,9,9,39
6627,31,Action,22,10,138
6628,46,Sports,8,8,70
6629,20,RPG,15,4,172
6630,38,RPG,18,7,35
6631,41,Action,17,17,149
6632,34,Simulation,13,5,92
6633,39,Action,3,19,106
6634,16,Action,22,15,173
6635,23,Action,18,0,75
6636,42,Sports,23,5,103
6637,17,Simulation,12,8,149
6638,34,Sports,5,5,57
6639,20,Sports,21,16,31
6640,47,Sports,5,5,57
6641,15,Action,2,18,77
6642,20,Simulation,0,13,57
6643,48,Strategy,0,4,165
6644,29,Simulation,5,1,145
6645,40,Simulation,5,16,96
6646,28,Sports,21,17,48
6647,21,Simulation,8,0,52
6648,45,Simulation,1,18,15
6649,38,Sports,19,7,161
6650,45,Strategy,17,19,151
6651,43,Simulation,4,4,29
6652,46,Sports,10,2,34
6653,31,Action,8,1,102
6654,28,RPG,18,18,66
6655,38,RPG,14,0,122
6656,41,Action,4,7,174
6657,39,Strategy,18,2,120
6658,46,Action,13,3,113
6659,32,RPG,19,0,17
6660,32,Simulation,21,4,144
6661,40,Action,20,1,155
6662,23,Action,3,0,122
6663,49,Action,21,9,11
6664,22,Simulation,3,8,33
6665,34,Strategy,4,10,35
6666,36,Strategy,20,14,179
6667,33,Strategy,19,2,148
6668,44,Action,9,6,26
6669,42,Sports,4,13,54
6670,49,Simulation,5,15,175
6671,25,Simulation,23,4,70
6672,45,RPG,1,2,82
6673,44,Simulation,8,3,150
6674,37,Strategy,15,17,118
6675,33,Strategy,18,1,150
6676,26,Strategy,16,19,76
6677,29,Sports,8,18,170
6678,45,Sports,5,12,95
6679,29,Simulation,18,18,132
6680,43,RPG,10,15,39
6681,40,RPG,2,12,76
6682,16,Strategy,23,18,134
6683,34,RPG,18,1,119
6684,29,Strategy,15,3,44
6685,18,Strategy,7,4,86
6686,36,Sports,19,8,34
6687,37,Sports,5,13,59
6688,40,Action,1,13,106
6689,25,Action,9,5,28
6690,42,Action,16,1,130
6691,16,Simulation,22,3,101
6692,22,RPG,6,13,108
6693,43,Action,1,9,87
6694,25,Strategy,5,7,41
6695,32,Simulation,17,9,140
6696,28,RPG,12,11,103
6697,24,Action,16,5,64
6698,49,RPG,23,10,136
6699,23,Action,12,14,119
6700,49,Strategy,2,7,172
6701,25,Sports,20,14,118
6702,26,RPG,2,4,104
6703,17,Sports,9,4,161
6704,28,Sports,23,16,66
6705,42,Strategy,8,2,36
6706,25,Sports,12,4,154
6707,39,RPG,23,3,63
6708,35,Simulation,12,5,138
6709,24,RPG,22,6,142
6710,29,Action,7,11,37
6711,33,Action,2,8,141
6712,36,Action,8,1,70
6713,35,RPG,21,0,88
6714,46,RPG,8,4,37
6715,37,Sports,19,4,45
6716,27,Sports,7,15,20
6717,19,RPG,23,18,112
6718,18,Simulation,5,13,28
6719,42,Strategy,0,0,115
6720,28,Sports,19,19,20
6721,22,Sports,11,0,139
6722,23,RPG,18,17,141
6723,49,Simulation,13,1,144
6724,35,Sports,10,7,136
6725,32,Action,12,3,146
6726,47,Action,16,2,162
6727,22,Sports,10,10,72
6728,31,RPG,17,12,57
6729,45,RPG,3,9,112
6730,48,RPG,16,9,38
6731,20,Simulation,15,3,73
6732,36,Action,20,18,15
6733,28,Strategy,7,0,124
6734,17,Sports,6,17,138
6735,26,Simulation,16,14,122
6736,26,Simulation,4,13,95
6737,16,RPG,22,12,47
6738,16,Sports,17,12,23
6739,29,Simulation,17,6,148
6740,37,Action,22,7,42
6741,43,Strategy,13,8,88
6742,31,Sports,22,19,112
6743,46,Simulation,6,17,28
6744,21,Simulation,8,13,126
6745,44,Action,18,1,98
6746,42,Sports,14,0,10
6747,28,Simulation,13,19,59
6748,44,Strategy,11,15,83
6749,31,Strategy,14,2,146
6750,46,Strategy,11,14,171
6751,20,Sports,20,2,176
6752,38,Strategy,11,8,42
6753,20,RPG,3,13,45
6754,41,Strategy,6,10,119
6755,32,Sports,21,0,21
6756,38,Action,16,14,72
6757,38,RPG,4,4,74
6758,48,Simulation,11,4,94
6759,29,Strategy,15,4,27
6760,25,Action,12,4,142
6761,36,RPG,23,3,142
6762,38,Simulation,12,15,100
6763,15,Simulation,22,10,89
6764,32,Strategy,20,14,64
6765,26,Simulation,14,18,33
6766,42,Strategy,9,0,110
6767,21,Strategy,23,7,84
6768,37,RPG,2,19,168
6769,35,Action,20,2,127
6770,48,RPG,15,7,120
6771,25,RPG,13,17,116
6772,36,Sports,23,0,128
6773,49,Sports,7,6,171
6774,43,Strategy,0,7,123
6775,42,Action,17,10,50
6776,32,Simulation,2,7,118
6777,28,Action,7,11,60
6778,32,Simulation,23,4,83
6779,42,Strategy,8,18,69
6780,38,Action,11,15,139
6781,22,RPG,7,7,90
6782,22,Sports,23,11,45
6783,18,Simulation,6,1,116
6784,41,Strategy,15,12,73
6785,19,Strategy,1,3,14
6786,47,RPG,1,11,91
6787,48,Strategy,0,14,88
6788,44,Action,21,11,170
6789,22,Sports,1,0,64
6790,40,Action,8,16,131
6791,48,Action,11,4,129
6792,21,RPG,9,16,37
6793,42,RPG,6,11,23
6794,42,Simulation,18,13,118
6795,28,Strategy,22,7,94
6796,18,Simulation,17,4,89
6797,32,RPG,1,14,101
6798,39,Simulation,15,17,112
6799,21,Sports,11,6,164
6800,42,Action,23,10,146
6801,19,RPG,15,9,99
6802,17,Strategy,3,10,82
6803,45,RPG,2,7,158
6804,34,RPG,3,4,50
6805,33,Action,6,7,64
6806,25,Strategy,18,18,112
6807,17,Simulation,15,19,84
6808,37,Strategy,13,6,157
6809,21,Simulation,15,17,177
6810,37,Simulation,19,0,131
6811,21,RPG,3,3,68
6812,48,RPG,17,9,57
6813,33,RPG,18,2,70
6814,23,Action,23,9,52
6815,32,RPG,22,11,65
6816,39,Simulation,21,0,149
6817,28,RPG,18,12,43
6818,39,Strategy,3,19,133
6819,33,Sports,17,16,157
6820,29,Strategy,12,15,160
6821,30,Action,7,15,158
6822,41,Action,6,0,175
6823,24,RPG,14,17,158
6824,18,Action,9,13,155
6825,33,Simulation,11,17,130
6826,42,Simulation,6,3,128
6827,35,Strategy,9,12,116
6828,28,Simulation,11,18,90
6829,47,Sports,10,2,40
6830,24,Action,5,1,169
6831,33,Action,3,3,81
6832,44,Sports,23,3,146
6833,36,Strategy,3,17,148
6834,17,Simulation,3,6,86
6835,32,Simulation,22,7,107
6836,25,Action,9,10,58
6837,16,Strategy,1,1,10
6838,26,RPG,10,11,150
6839,20,RPG,17,2,63
6840,43,Simulation,14,2,113
6841,44,Action,14,8,81
6842,16,Simulation,23,6,124
6843,23,Simulation,10,2,12
6844,16,Strategy,4,14,58
6845,43,Sports,9,2,92
6846,47,Simulation,17,1,37
6847,24,Strategy,13,2,38
6848,48,Action,11,15,169
6849,22,RPG,9,9,138
6850,47,Simulation,23,18,72
6851,20,Sports,15,10,112
6852,33,Simulation,17,2,109
6853,46,Simulation,12,1,45
6854,41,Strategy,13,15,112
6855,15,Action,7,10,117
6856,47,Action,5,0,154
6857,46,Sports,17,15,52
6858,19,Sports,1,2,49
6859,31,Sports,23,13,37
6860,22,Sports,21,0,28
6861,48,RPG,19,3,49
6862,23,Sports,15,18,104
6863,37,Strategy,15,0,13
6864,49,Action,17,0,168
6865,21,Action,21,15,127
6866,29,Strategy,12,19,29
6867,34,Action,4,7,118
6868,39,Action,2,19,104
6869,17,RPG,12,10,29
6870,38,RPG,15,4,133
6871,48,Sports,20,7,146
6872,36,Sports,21,1,135
6873,25,Simulation,17,12,77
6874,22,RPG,21,18,164
6875,49,Strategy,21,4,157
6876,22,Strategy,7,6,72
6877,41,Simulation,9,11,65
6878,42,RPG,19,9,117
6879,48,RPG,23,16,99
6880,46,Strategy,3,4,27
6881,29,RPG,20,4,48
6882,31,Sports,6,7,153
6883,47,RPG,14,14,134
6884,30,RPG,11,1,86
6885,43,Strategy,16,0,119
6886,23,RPG,21,3,139
6887,47,Action,9,18,94
6888,43,RPG,17,5,64
6889,27,Strategy,13,4,61
6890,35,Action,12,3,140
6891,35,Sports,21,10,152
6892,19,Action,19,12,171
6893,24,RPG,9,2,174
6894,20,RPG,11,10,154
6895,27,Simulation,3,2,73
6896,15,Sports,0,10,138
6897,34,Strategy,10,10,177
6898,22,Strategy,12,15,79
6899,24,Strategy,12,18,169
6900,23,Simulation,23,6,29
6901,17,Strategy,7,6,118
6902,25,Action,13,16,41
6903,26,Sports,12,8,43
6904,24,RPG,13,18,72
6905,39,Strategy,19,3,120
6906,39,Sports,3,5,104
6907,25,RPG,9,19,76
6908,40,RPG,13,10,42
6909,28,Action,1,1,100
6910,15,Action,8,1,18
6911,18,RPG,9,11,134
6912,44,Strategy,3,19,144
6913,26,Simulation,22,3,22
6914,49,Simulation,7,12,30
6915,27,Strategy,15,3,153
6916,45,RPG,21,17,25
6917,37,Strategy,11,18,179
6918,18,Simulation,2,5,46
6919,30,RPG,11,5,15
6920,21,Action,6,0,116
6921,36,Action,16,14,21
6922,43,Simulation,9,11,153
6923,25,Action,20,3,114
6924,47,Strategy,16,2,138
6925,43,Sports,21,15,140
6926,26,Sports,9,5,109
6927,21,Action,18,17,66
6928,40,Strategy,19,18,17
6929,23,Action,1,6,45
6930,48,Action,4,9,164
6931,27,RPG,17,9,61
6932,39,Strategy,14,10,31
6933,38,Simulation,3,18,37
6934,31,Strategy,17,7,71
6935,16,Strategy,19,4,110
6936,27,Action,12,17,88
6937,45,RPG,23,7,20
6938,43,RPG,7,6,66
6939,42,Action,18,13,163
6940,41,RPG,23,5,36
6941,29,Strategy,1,4,123
6942,45,Simulation,16,3,120
6943,29,Simulation,4,4,123
6944,47,Simulation,4,14,165
6945,34,RPG,7,6,154
6946,26,Sports,19,15,169
6947,23,Action,16,13,101
6948,37,Sports,18,4,46
6949,22,Action,0,3,44
6950,46,Sports,6,13,105
6951,28,Action,12,4,167
6952,41,Simulation,13,6,175
6953,39,Simulation,14,3,45
6954,27,Strategy,10,4,114
6955,35,Sports,10,3,37
6956,45,Action,22,18,163
6957,19,Simulation,16,15,120
6958,27,Action,14,9,97
6959,42,Simulation,1,17,143
6960,39,Action,18,4,47
6961,49,Sports,18,11,42
6962,21,Action,23,13,128
6963,46,Simulation,5,4,100
6964,17,Action,14,1,113
6965,36,Simulation,10,15,49
6966,22,Strategy,14,16,114
6967,31,RPG,16,19,78
6968,41,RPG,17,2,136
6969,47,Sports,7,18,119
6970,31,Simulation,17,3,149
6971,26,Sports,5,12,67
6972,41,Sports,0,7,24
6973,22,Action,22,6,18
6974,37,RPG,20,11,133
6975,43,Sports,15,19,87
6976,34,Simulation,19,7,95
6977,30,Simulation,9,1,85
6978,31,Strategy,2,3,33
6979,30,RPG,16,5,40
6980,33,Sports,17,10,37
6981,22,Strategy,20,1,129
6982,43,Simulation,7,10,157
6983,40,RPG,19,5,160
6984,45,Simulation,19,7,122
6985,26,Sports,3,4,114
6986,31,Action,4,14,113
6987,29,RPG,5,11,178
6988,23,Strategy,12,9,94
6989,26,Strategy,4,17,44
6990,46,Action,5,10,28
6991,39,Strategy,5,17,150
6992,32,Action,3,7,15
6993,29,RPG,1,9,141
6994,46,Sports,5,6,95
6995,20,Sports,9,6,38
6996,49,RPG,15,16,12
6997,48,Strategy,1,18,146
6998,19,Action,6,6,87
6999,32,RPG,9,16,110
7000,30,RPG,9,16,115
7001,22,Sports,21,15,81
7002,39,RPG,3,0,133
7003,46,Simulation,3,16,155
7004,40,RPG,2,17,143
7005,36,Action,10,19,177
7006,45,RPG,0,0,107
7007,24,Action,1,0,59
7008,26,Sports,23,9,177
7009,42,Simulation,7,11,167
7010,20,Simulation,13,7,31
7011,34,Sports,2,14,55
7012,19,Strategy,10,1,108
7013,37,Action,10,0,109
7014,23,Simulation,18,17,73
7015,43,Action,21,2,129
7016,30,Action,8,0,84
7017,36,Sports,3,8,52
7018,22,Action,5,9,78
7019,34,Simulation,8,3,26
7020,28,RPG,3,3,67
7021,48,Action,3,10,165
7022,25,Simulation,3,11,111
7023,47,Action,4,8,65
7024,45,Simulation,7,5,105
7025,48,Simulation,15,3,91
7026,21,Strategy,11,2,88
7027,37,Action,13,4,96
7028,21,RPG,13,13,175
7029,39,Sports,23,18,115
7030,17,Action,12,14,11
7031,34,RPG,13,18,33
7032,48,Sports,18,12,95
7033,44,Simulation,15,6,58
7034,31,RPG,2,17,178
7035,24,Strategy,1,19,22
7036,49,Strategy,1,4,58
7037,34,Simulation,8,11,94
7038,32,Sports,5,4,56
7039,41,Sports,20,4,122
7040,37,Strategy,21,17,157
7041,46,Strategy,10,5,95
7042,24,Action,12,17,171
7043,25,Simulation,4,6,20
7044,20,RPG,1,7,58
7045,48,Action,6,16,172
7046,31,Action,5,14,125
7047,26,Action,14,16,86
7048,35,Sports,7,13,99
7049,33,Sports,3,8,105
7050,17,Sports,22,16,112
7051,32,Sports,1,18,86
7052,33,RPG,15,10,131
7053,20,Sports,7,5,38
7054,30,RPG,15,1,84
7055,22,Simulation,10,18,156
7056,32,Action,23,5,97
7057,26,Strategy,4,15,106
7058,24,Action,3,9,81
7059,21,RPG,7,10,108
7060,15,Sports,5,7,160
7061,35,RPG,17,7,169
7062,38,Strategy,12,10,147
7063,39,Action,10,8,90
7064,21,Action,10,3,66
7065,31,Simulation,14,4,102
7066,43,RPG,23,12,85
7067,44,Simulation,15,9,69
7068,21,Sports,19,3,88
7069,47,Simulation,15,9,117
7070,21,Action,19,7,27
7071,38,Action,12,18,38
7072,25,Action,2,7,110
7073,23,Sports,9,5,10
7074,26,RPG,23,3,14
7075,49,Action,18,10,62
7076,18,Strategy,16,11,74
7077,42,RPG,3,1,87
7078,27,Simulation,2,16,26
7079,37,RPG,6,7,42
7080,33,Sports,17,2,16
7081,38,Sports,15,10,133
7082,30,RPG,1,7,89
7083,47,Simulation,1,5,28
7084,26,Action,7,3,43
7085,48,Action,23,19,53
7086,21,Simulation,3,18,126
7087,25,Simulation,9,5,32
7088,45,Action,15,6,63
7089,43,RPG,13,15,88
7090,27,Simulation,8,15,93
7091,45,Sports,5,4,80
7092,16,Sports,22,4,164
7093,29,Sports,1,10,55
7094,25,Action,2,10,100
7095,48,RPG,2,3,45
7096,18,Simulation,11,8,139
7097,25,Action,16,17,82
7098,43,Action,11,19,53
7099,16,Action,16,12,59
7100,30,RPG,19,12,134
7101,27,Action,0,7,103
7102,31,Sports,22,13,46
7103,35,Sports,19,13,166
7104,33,Simulation,4,18,115
7105,21,Simulation,14,16,82
7106,22,RPG,11,0,114
7107,27,Simulation,8,13,36
7108,16,Strategy,22,7,127
7109,25,Action,15,0,30
7110,38,Sports,10,8,30
7111,20,Strategy,18,14,156
7112,40,RPG,10,1,35
7113,21,RPG,23,14,29
7114,33,Action,14,14,87
7115,20,Simulation,2,15,103
7116,43,Strategy,13,15,169
7117,16,Simulation,15,2,132
7118,33,Strategy,3,7,71
7119,18,Action,17,15,62
7120,20,RPG,16,10,123
7121,42,RPG,1,4,136
7122,44,Action,9,0,95
7123,21,RPG,22,4,88
7124,23,RPG,3,9,81
7125,39,Sports,12,5,66
7126,47,Simulation,18,10,39
7127,15,Action,2,14,155
7128,20,Simulation,19,2,13
7129,32,RPG,13,17,124
7130,24,Simulation,9,7,159
7131,42,Action,2,6,20
7132,25,Simulation,10,13,128
7133,47,Action,14,18,140
7134,15,Action,18,5,138
7135,27,Sports,11,12,31
7136,34,Sports,11,18,122
7137,15,Simulation,17,0,90
7138,17,Simulation,9,7,159
7139,32,Strategy,2,16,178
7140,28,Sports,21,8,79
7141,45,Sports,21,13,72
7142,41,Simulation,9,11,84
7143,31,Sports,23,6,51
7144,43,Action,9,6,121
7145,40,Sports,17,9,30
7146,31,Sports,12,11,136
7147,36,Action,23,10,15
7148,39,Action,22,4,26
7149,16,Sports,17,1,125
7150,36,Strategy,23,3,129
7151,19,Simulation,3,19,40
7152,18,Action,19,8,63
7153,20,Sports,7,11,50
7154,35,RPG,19,7,82
7155,27,Strategy,19,6,80
7156,39,Simulation,16,12,112
7157,40,Strategy,9,16,91
7158,34,Action,2,2,143
7159,47,Action,18,2,88
7160,28,Simulation,6,10,34
7161,31,Sports,4,8,72
7162,35,Action,0,6,134
7163,30,RPG,20,9,26
7164,30,RPG,10,0,121
7165,34,Sports,11,2,141
7166,43,RPG,14,19,43
7167,42,RPG,16,3,165
7168,22,Strategy,11,6,122
7169,38,Strategy,20,2,116
7170,17,RPG,16,11,143
7171,39,RPG,18,4,56
7172,33,RPG,4,14,86
7173,47,RPG,20,11,161
7174,16,Action,19,7,144
7175,29,Sports,18,17,14
7176,36,Action,1,17,60
7177,24,Simulation,20,18,140
7178,32,Simulation,10,19,149
7179,36,Sports,22,5,45
7180,41,Sports,4,1,149
7181,27,RPG,1,9,81
7182,47,Sports,4,7,134
7183,19,RPG,0,5,53
7184,40,Action,15,12,159
7185,27,Simulation,1,4,84
7186,41,Strategy,20,12,143
7187,28,Action,15,2,82
7188,38,Simulation,2,0,60
7189,17,Strategy,1,9,116
7190,44,Strategy,7,17,136
7191,49,Sports,7,18,145
7192,28,Action,3,8,62
7193,26,Sports,4,17,174
7194,42,Strategy,16,15,142
7195,43,Action,11,12,83
7196,31,Strategy,14,4,122
7197,35,Simulation,17,10,26
7198,37,Strategy,19,16,38
7199,34,Strategy,5,15,88
7200,25,RPG,18,0,48
7201,48,Simulation,2,16,176
7202,24,Simulation,1,12,146
7203,24,Simulation,12,0,162
7204,20,Sports,17,13,106
7205,38,Sports,23,12,128
7206,26,Strategy,10,16,110
7207,37,Simulation,9,12,61
7208,41,RPG,14,11,159
7209,20,Strategy,22,15,57
7210,15,Simulation,16,1,100
7211,20,Simulation,19,13,130
7212,36,Sports,12,1,103
7213,38,Simulation,16,4,58
7214,39,RPG,2,15,57
7215,29,Simulation,11,19,71
7216,40,RPG,20,7,133
7217,22,Strategy,3,5,159
7218,38,Sports,18,6,123
7219,20,Simulation,22,1,33
7220,49,Strategy,22,9,99
7221,15,Simulation,23,0,92
7222,26,Simulation,4,18,26
7223,25,Action,22,4,141
7224,26,Action,16,3,38
7225,21,Sports,23,7,31
7226,25,Sports,22,8,92
7227,45,Strategy,16,11,13
7228,47,Strategy,21,8,29
7229,27,Action,6,18,13
7230,32,RPG,19,10,161
7231,38,RPG,12,0,134
7232,23,RPG,19,4,125
7233,45,Action,21,6,32
7234,24,Sports,17,4,75
7235,16,RPG,13,12,70
7236,29,RPG,0,6,166
7237,17,Sports,12,9,164
7238,45,Strategy,4,9,26
7239,20,Simulation,20,18,89
7240,17,Simulation,15,7,64
7241,25,Sports,5,19,156
7242,29,Strategy,9,6,165
7243,42,Sports,7,18,59
7244,24,Action,22,11,160
7245,21,RPG,22,19,138
7246,29,Simulation,20,18,116
7247,32,Strategy,7,2,138
7248,32,RPG,18,18,173
7249,38,Sports,14,0,57
7250,16,Action,7,5,144
7251,34,Simulation,22,2,149
7252,48,Sports,10,1,27
7253,40,Strategy,6,16,26
7254,21,Sports,5,14,88
7255,44,Action,15,16,71
7256,19,Action,15,7,56
7257,25,Action,22,15,160
7258,15,Action,2,10,176
7259,48,Sports,4,8,170
7260,15,RPG,5,5,77
7261,33,Simulation,9,2,68
7262,16,Simulation,12,12,66
7263,35,RPG,11,2,171
7264,34,Strategy,22,0,143
7265,37,Strategy,16,16,43
7266,35,Strategy,19,11,15
7267,38,RPG,20,11,140
7268,18,Sports,12,3,115
7269,26,Simulation,14,19,127
7270,36,Sports,7,3,133
7271,34,Simulation,18,4,141
7272,32,Simulation,15,11,96
7273,15,Strategy,12,6,73
7274,44,Action,5,6,137
7275,47,Strategy,21,2,156
7276,38,Action,6,0,36
7277,28,Simulation,11,7,55
7278,19,Sports,16,1,11
7279,25,Action,4,16,151
7280,38,Sports,22,6,84
7281,45,Sports,2,14,10
7282,27,Sports,18,5,173
7283,30,Simulation,20,13,82
7284,38,Sports,15,16,93
7285,27,Sports,2,19,23
7286,38,Sports,1,15,148
7287,40,Simulation,17,2,21
7288,16,Simulation,16,18,93
7289,30,Sports,23,10,172
7290,15,Action,20,11,43
7291,25,Action,1,8,104
7292,49,Simulation,9,14,84
7293,43,Action,14,9,124
7294,31,Sports,2,5,133
7295,42,Strategy,5,15,69
7296,43,RPG,3,16,81
7297,17,Sports,14,1,106
7298,24,RPG,16,1,152
7299,28,Strategy,4,17,150
7300,26,Sports,20,7,36
7301,44,RPG,6,13,120
7302,46,Sports,20,11,129
7303,46,RPG,15,8,39
7304,46,Strategy,16,5,34
7305,40,Action,8,16,106
7306,15,RPG,20,11,154
7307,16,Simulation,15,4,101
7308,31,RPG,11,15,26
7309,44,Action,4,13,66
7310,21,Action,1,0,53
7311,41,RPG,23,10,83
7312,23,Strategy,23,15,91
7313,36,Simulation,13,9,130
7314,48,Strategy,9,7,53
7315,15,Action,19,18,165
7316,23,Strategy,9,1,135
7317,34,Sports,10,7,52
7318,33,Strategy,21,6,163
7319,18,RPG,7,3,48
7320,23,Sports,6,16,85
7321,36,RPG,22,9,173
7322,32,Action,1,15,178
7323,26,Strategy,3,19,63
7324,23,Strategy,11,5,95
7325,20,Sports,23,5,45
7326,33,Sports,21,3,93
7327,21,Simulation,19,12,81
7328,30,Strategy,16,19,45
7329,19,Simulation,13,13,177
7330,30,Strategy,14,7,90
7331,15,RPG,14,15,65
7332,33,Action,5,14,12
7333,31,Sports,0,10,16
7334,40,Sports,5,9,33
7335,36,Action,19,5,127
7336,22,Simulation,0,10,141
7337,47,Strategy,18,5,21
7338,16,Sports,13,3,20
7339,44,Strategy,14,7,74
7340,34,Strategy,3,10,76
7341,32,Simulation,13,16,147
7342,24,Simulation,1,1,55
7343,38,Strategy,19,5,93
7344,18,Strategy,18,15,105
7345,18,Action,17,13,92
7346,27,RPG,0,19,35
7347,39,Simulation,3,2,94
7348,27,Strategy,5,4,74
7349,32,Sports,12,8,31
7350,38,Strategy,19,13,147
7351,16,Sports,4,0,20
7352,47,Simulation,12,5,88
7353,33,Sports,20,7,106
7354,23,RPG,8,9,31
7355,42,RPG,10,12,53
7356,49,Action,12,16,87
7357,24,Strategy,16,17,116
7358,15,RPG,7,7,12
7359,35,Sports,10,13,29
7360,23,Sports,17,18,24
7361,29,Simulation,10,0,12
7362,49,Strategy,15,4,62
7363,19,Action,6,8,77
7364,36,Strategy,21,18,83
7365,37,Action,19,3,10
7366,21,Simulation,21,8,96
7367,37,Strategy,2,9,69
7368,39,Sports,12,16,17
7369,41,RPG,2,4,107
7370,20,Sports,0,15,17
7371,48,Action,20,10,79
7372,23,RPG,6,4,169
7373,47,Sports,15,10,143
7374,20,RPG,15,11,52
7375,45,Action,21,2,125
7376,48,RPG,10,15,24
7377,43,Sports,23,15,77
7378,28,Action,9,7,45
7379,29,Action,22,8,178
7380,22,Simulation,23,1,18
7381,40,Strategy,0,8,169
7382,35,Action,11,3,105
7383,42,RPG,5,2,16
7384,18,Sports,11,16,81
7385,30,Strategy,16,9,179
7386,36,Sports,0,11,26
7387,26,Strategy,19,4,73
7388,30,Strategy,3,9,143
7389,43,Simulation,11,5,50
7390,32,Strategy,11,4,161
7391,24,Strategy,12,5,174
7392,32,Action,1,2,14
7393,15,Strategy,9,19,133
7394,35,Strategy,3,9,53
7395,15,Simulation,7,4,51
7396,29,RPG,1,14,115
7397,18,Simulation,12,17,114
7398,34,Action,10,9,45
7399,24,Strategy,11,2,100
7400,37,Sports,14,13,13
7401,48,RPG,3,17,149
7402,47,Simulation,23,15,147
7403,48,Action,19,2,79
7404,24,RPG,8,15,40
7405,34,Action,17,14,122
7406,15,Sports,8,10,163
7407,27,RPG,22,14,172
7408,15,Action,22,3,52
7409,19,Simulation,23,0,104
7410,30,RPG,5,6,115
7411,29,Sports,3,19,80
7412,42,Simulation,6,1,140
7413,45,Strategy,6,19,124
7414,37,Strategy,11,16,171
7415,31,RPG,0,13,55
7416,48,Action,12,14,22
7417,27,Strategy,3,13,99
7418,28,Strategy,4,18,178
7419,25,Simulation,0,18,117
7420,42,Strategy,17,5,115
7421,46,Action,3,8,96
7422,49,Simulation,14,8,147
7423,45,Sports,21,13,118
7424,31,Strategy,6,15,102
7425,23,Action,1,4,18
7426,24,Action,11,6,136
7427,22,RPG,9,5,125
7428,35,Sports,11,6,58
7429,27,Sports,1,1,109
7430,19,Action,8,5,64
7431,20,Sports,1,12,88
7432,44,RPG,22,14,24
7433,45,RPG,11,14,124
7434,31,Sports,22,0,178
7435,25,RPG,2,3,102
7436,34,Sports,8,19,79
7437,23,Sports,11,5,90
7438,16,Simulation,23,2,97
7439,15,Action,3,0,103
7440,18,Strategy,17,11,93
7441,39,RPG,22,12,93
7442,17,Action,12,13,124
7443,23,RPG,22,19,61
7444,36,Strategy,5,6,112
7445,37,Sports,6,16,61
7446,26,Action,0,15,26
7447,24,Strategy,14,19,95
7448,48,RPG,13,5,168
7449,24,Strategy,15,2,124
7450,44,RPG,21,19,111
7451,36,RPG,13,9,167
7452,20,Action,4,19,33
7453,16,Strategy,0,5,157
7454,44,Action,1,7,15
7455,16,Strategy,15,1,37
7456,46,RPG,16,16,29
7457,30,Sports,7,10,155
7458,26,Simulation,18,5,101
7459,15,Sports,7,1,34
7460,22,Action,15,8,148
7461,27,Strategy,21,7,37
7462,29,Action,4,11,50
7463,22,Sports,20,5,134
7464,24,Simulation,0,11,96
7465,19,Simulation,18,13,26
7466,33,Sports,5,19,116
7467,25,Sports,0,2,27
7468,34,Strategy,0,9,68
7469,34,Strategy,10,18,72
7470,35,Strategy,2,12,110
7471,32,Action,12,0,178
7472,24,Action,19,0,139
7473,48,Sports,15,8,18
7474,40,Action,18,17,150
7475,44,Sports,12,1,39
7476,23,RPG,15,16,34
7477,45,Simulation,14,5,164
7478,18,Action,4,11,57
7479,20,Action,9,5,106
7480,28,Sports,16,12,24
7481,18,RPG,16,18,123
7482,40,RPG,4,0,27
7483,31,Sports,13,12,117
7484,33,RPG,2,4,54
7485,20,RPG,18,3,48
7486,43,Action,17,11,15
7487,25,RPG,18,4,35
7488,30,Action,3,6,101
7489,44,Action,7,9,98
7490,39,Strategy,7,12,35
7491,25,Simulation,4,19,92
7492,21,Action,0,14,143
7493,40,Action,16,16,81
7494,36,Sports,14,19,126
7495,39,Simulation,9,10,89
7496,33,Strategy,8,12,121
7497,45,RPG,7,3,163
7498,40,Action,2,0,131
7499,37,Simulation,7,15,137
